Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P7787,F802,Delta,JFK,ORD,2025-04-15 20:49:44,278,On-time,1399,544.17,45,Male,Low,Business,Premium Economy,0,Silver,Airport Kiosk,8.718411788647746,1.0,54,0,0,Window,119
P7791,F1505,Delta,ORD,SEA,2024-02-26 15:34:58,340,Delayed,1377,385.79,21,Male,Low,Leisure,Economy,2,Gold,Airport Kiosk,6.601175968148916,20.0,40,0,1,Middle,35
P7794,F1048,JetBlue,JFK,SEA,2024-03-16 06:05:14,347,Delayed,808,150.07,71,Female,Low,Emergency,Economy,1,Gold,Desk,7.575387893465999,10.0,42,0,0,Window,79
P7796,F1375,United,SFO,SFO,2024-01-20 10:19:44,235,On-time,1786,441.95,60,Male,High,Family,Economy,1,Silver,Mobile App,8.129996038873925,34.0,88,0,1,Window,99
P7798,F1643,United,ORD,SFO,2024-07-16 23:45:15,277,Delayed,1025,297.14,25,Female,Medium,Emergency,First,0,Gold,Online,10.0,1.0,92,0,0,Aisle,88
P7802,F1243,Delta,ORD,DFW,2024-09-01 10:44:00,269,On-time,459,354.86,31,Male,Medium,Leisure,Premium Economy,0,Silver,Online,8.571027383783687,5.0,68,0,1,Aisle,35
P7803,F1247,American Airlines,SEA,DEN,2025-01-24 06:59:44,245,On-time,1435,341.62,72,Female,Low,Family,Premium Economy,0,Platinum,Mobile App,8.826650891730205,4.0,87,0,0,Aisle,19
P7804,F1147,Southwest,SEA,ATL,2025-02-15 15:45:04,232,On-time,1469,339.28,57,Male,High,Leisure,Business,0,Platinum,Mobile App,6.243754877067976,30.0,76,0,0,Middle,17
P7805,F1563,United,SEA,SFO,2024-12-05 16:43:24,66,Delayed,1496,414.11,20,Male,Low,Emergency,Economy,2,Silver,Mobile App,7.391432581118654,7.0,79,1,0,Window,37
P7807,F364,JetBlue,ORD,JFK,2023-11-10 21:52:54,198,On-time,1271,343.05,21,Female,Low,Family,Premium Economy,1,Platinum,Online,8.080671903134999,24.0,52,0,0,Window,22
P7810,F713,Delta,ORD,ATL,2023-12-08 15:17:07,171,On-time,991,435.86,34,Male,Low,Family,Economy,1,Silver,Desk,7.770195350961434,10.0,47,0,0,Window,15
P7813,F1167,Delta,LAX,DEN,2024-10-02 22:22:48,252,On-time,1283,294.04,72,Male,High,Emergency,Economy,0,Silver,Mobile App,7.360997554985524,0.0,93,0,0,Aisle,67
P7814,F724,JetBlue,SEA,DFW,2023-05-16 12:49:16,218,On-time,965,369.03,34,Male,Low,Family,Economy,0,Platinum,Online,7.261614007419955,6.0,96,0,0,Middle,20
P7815,F426,American Airlines,JFK,DEN,2023-06-29 05:38:52,224,On-time,1354,263.28,45,Female,Medium,Business,Economy,1,Silver,Desk,8.25915345212938,18.0,18,0,0,Window,103
P7816,F84,Delta,ORD,SEA,2024-01-14 01:32:40,192,Cancelled,1310,490.66,51,Male,Medium,Leisure,Premium Economy,1,Silver,Mobile App,7.586625585003953,16.0,6,0,0,Window,114
P7818,F502,Southwest,ORD,SEA,2024-03-30 02:51:25,206,Delayed,1671,246.19,79,Female,Medium,Business,Business,1,Gold,Online,8.671016664416458,6.0,63,0,0,Middle,102
P7819,F362,Southwest,DFW,ORD,2024-10-25 07:49:53,140,Cancelled,2134,451.28,56,Female,Medium,Leisure,Economy,0,Silver,Desk,8.76283255979128,2.0,25,0,0,Window,94
P7820,F34,JetBlue,SFO,ATL,2023-09-16 05:02:31,152,On-time,1040,300.4,72,Female,Low,Family,Economy,0,Silver,Airport Kiosk,6.872845408291442,8.0,89,0,0,Middle,77
P7822,F1853,American Airlines,DFW,ATL,2023-08-07 21:02:51,194,On-time,1232,308.6,23,Female,Medium,Business,Premium Economy,0,Silver,Online,6.752347749185436,6.0,54,0,0,Window,11
P7823,F1470,Southwest,DEN,LAX,2023-07-04 16:38:46,263,Delayed,1199,512.94,76,Female,High,Family,Business,0,Silver,Online,6.97994555363966,22.0,97,0,0,Window,15
P7824,F1302,JetBlue,DFW,SEA,2024-08-24 22:15:52,187,On-time,1033,359.77,30,Female,Low,Family,Economy,2,Platinum,Desk,8.362086853953018,4.0,13,0,1,Window,80
P7827,F239,JetBlue,LAX,SEA,2023-10-20 11:18:47,90,On-time,1218,506.81,75,Female,Medium,Business,Economy,0,Gold,Airport Kiosk,7.681001052296656,5.0,74,0,0,Middle,13
P7828,F207,Southwest,DFW,DFW,2025-01-31 18:40:18,235,On-time,846,153.63,79,Male,Low,Family,Business,0,Platinum,Airport Kiosk,8.897154157036148,1.0,46,0,0,Window,60
P7831,F350,United,DEN,SFO,2025-02-22 16:39:15,197,Delayed,1047,311.76,51,Male,Medium,Family,Economy,2,Platinum,Airport Kiosk,7.296057881353421,70.0,62,0,0,Window,31
P7832,F1816,American Airlines,JFK,LAX,2024-11-12 02:18:12,170,On-time,1731,394.89,65,Female,High,Business,Business,1,Platinum,Online,8.03274271394942,40.0,74,0,0,Middle,14
P7834,F1224,United,DFW,SEA,2024-02-23 16:01:53,170,On-time,946,445.01,41,Male,Low,Business,Economy,0,Platinum,Airport Kiosk,6.153444948728333,23.0,39,0,1,Window,16
P7836,F670,United,SEA,SEA,2024-06-22 12:53:59,251,On-time,1399,402.54,69,Female,High,Family,Business,2,Silver,Mobile App,8.897203556050055,1.0,23,0,0,Aisle,53
P7837,F947,Southwest,JFK,DEN,2024-11-15 14:46:17,149,On-time,515,166.52,64,Male,Medium,Family,First,2,Platinum,Airport Kiosk,9.159656243232908,18.0,13,0,1,Aisle,110
P7842,F645,Southwest,DEN,SEA,2025-03-24 00:40:54,162,On-time,1823,493.89,48,Female,Low,Emergency,Premium Economy,2,Platinum,Desk,7.42618202124894,5.0,1,0,0,Window,26
P7845,F1425,JetBlue,SEA,JFK,2024-02-27 06:34:37,109,On-time,1589,485.62,24,Male,High,Leisure,Economy,0,Silver,Mobile App,7.409702904721387,5.0,71,0,0,Aisle,103
P7848,F10,Delta,SEA,LAX,2024-05-27 21:31:33,213,On-time,1258,615.77,30,Female,Medium,Business,Premium Economy,2,Platinum,Mobile App,8.418826738502121,7.0,86,0,0,Window,42
P7850,F1362,Southwest,SFO,DEN,2025-02-25 03:16:31,238,On-time,1029,496.81,18,Male,Medium,Business,Economy,0,Platinum,Mobile App,7.1772358307827755,25.0,76,0,0,Middle,116
P7852,F1423,Delta,ORD,DFW,2023-05-03 08:23:14,72,On-time,1141,213.05,19,Male,Medium,Emergency,Economy,2,Gold,Mobile App,8.950056993754913,6.0,75,0,0,Middle,98
P7854,F225,American Airlines,ATL,ATL,2024-06-29 13:17:04,177,On-time,970,297.6,21,Female,Medium,Family,Business,4,Gold,Mobile App,9.724702836667303,19.0,112,0,0,Window,91
P7860,F1922,Southwest,DEN,JFK,2023-04-28 03:15:25,142,On-time,1362,369.8,76,Female,Medium,Family,Economy,0,Gold,Mobile App,7.50404984455216,2.0,59,0,0,Middle,31
P7861,F1410,American Airlines,SEA,JFK,2024-07-07 03:24:03,227,On-time,995,417.69,33,Female,High,Emergency,Economy,0,Gold,Online,6.040197490298237,12.0,116,0,0,Middle,39
P7864,F1463,JetBlue,SFO,ORD,2025-01-18 21:54:58,204,On-time,1172,295.68,74,Female,Medium,Leisure,Business,1,Platinum,Online,8.957220310061242,4.0,98,0,0,Middle,34
P7866,F929,United,DEN,ATL,2023-12-15 10:13:21,288,On-time,1305,264.03,51,Female,High,Family,Business,3,Gold,Airport Kiosk,7.9789152348872285,12.0,22,0,0,Window,72
P7867,F1528,JetBlue,ATL,SEA,2024-06-08 21:09:34,121,On-time,1605,396.68,72,Female,Low,Leisure,Premium Economy,0,Silver,Airport Kiosk,7.887470046364201,4.0,53,0,0,Middle,28
P7869,F486,American Airlines,DEN,ATL,2024-09-26 18:04:55,205,On-time,601,301.81,22,Male,Medium,Emergency,Economy,1,Gold,Airport Kiosk,7.417690216657296,13.0,4,0,1,Aisle,24
P7871,F1937,JetBlue,ORD,ATL,2024-01-06 02:43:39,214,Delayed,1374,398.32,74,Male,Low,Family,Economy,1,Gold,Desk,7.48562151129515,1.0,47,0,0,Aisle,21
P7872,F719,Southwest,DEN,DFW,2025-04-01 07:30:39,284,On-time,1154,409.49,18,Male,Medium,Emergency,Premium Economy,1,Gold,Desk,7.846985974251481,3.0,20,0,0,Window,65
P7875,F461,JetBlue,SEA,DFW,2024-09-17 17:39:02,88,Delayed,1034,399.82,65,Male,Low,Leisure,Premium Economy,0,Platinum,Mobile App,7.77234044035625,12.0,94,0,0,Middle,90
P7876,F294,Delta,SEA,SFO,2024-07-02 02:56:11,95,On-time,1178,225.93,71,Female,Medium,Emergency,Premium Economy,0,Silver,Desk,7.780362608288273,2.0,103,0,0,Middle,88
P7877,F1222,Delta,SEA,DFW,2023-12-14 00:07:06,172,On-time,805,299.61,53,Female,Low,Emergency,Premium Economy,1,Silver,Desk,8.361600998447408,3.0,96,0,0,Aisle,71
P7878,F756,United,ATL,DEN,2024-01-29 21:41:04,227,Delayed,1407,241.75,33,Female,High,Emergency,Economy,2,Silver,Airport Kiosk,8.124358531453952,24.0,6,0,0,Window,118
P7882,F1839,JetBlue,ORD,JFK,2024-10-09 05:00:58,255,On-time,1331,426.35,29,Female,Medium,Business,Economy,0,Silver,Airport Kiosk,8.365364840725059,6.0,106,0,0,Window,86
P7885,F625,Southwest,JFK,DFW,2025-01-08 07:03:02,85,On-time,1635,409.82,45,Male,Low,Leisure,Economy,1,Gold,Online,6.619107206152261,26.0,38,0,0,Aisle,38
P7886,F1302,Southwest,LAX,JFK,2024-08-12 21:41:50,210,On-time,1517,306.51,56,Female,Medium,Emergency,Economy,1,Gold,Mobile App,7.217858361596155,48.0,34,0,0,Middle,110
P7887,F309,United,ORD,JFK,2024-05-15 23:58:25,249,On-time,1407,479.65,36,Female,Low,Emergency,Economy,0,Silver,Online,7.860423303070734,0.0,28,0,0,Aisle,53
P7888,F706,United,SFO,DEN,2024-04-01 03:59:30,238,On-time,1187,293.86,27,Male,Low,Leisure,Economy,0,Silver,Desk,7.467186796207995,1.0,35,0,1,Middle,87
P7893,F1826,Delta,LAX,LAX,2025-01-25 17:08:49,177,On-time,1070,353.52,62,Female,Low,Family,Premium Economy,1,Platinum,Mobile App,7.491438565048106,7.0,34,1,0,Middle,15
P7894,F1818,United,DFW,SFO,2023-07-18 07:00:10,156,On-time,771,249.83,59,Male,High,Business,Economy,2,Silver,Mobile App,8.11532975540594,2.0,72,0,0,Middle,98
P7896,F1945,United,ORD,LAX,2024-05-31 08:53:59,280,On-time,1507,444.39,18,Male,Low,Leisure,Premium Economy,1,Silver,Airport Kiosk,6.927486907088209,2.0,55,0,0,Aisle,45
P7897,F496,Southwest,SFO,DFW,2024-12-02 13:19:26,235,Delayed,1250,523.39,66,Female,Medium,Family,Business,0,Silver,Mobile App,8.012918536941122,2.0,15,0,0,Aisle,66
P7898,F1291,American Airlines,DFW,ORD,2023-10-25 22:13:37,208,On-time,1535,386.64,26,Female,Low,Leisure,Business,1,Gold,Desk,8.66265532408346,5.0,46,0,0,Window,64
P7900,F965,JetBlue,DEN,SEA,2024-02-27 18:44:56,228,On-time,1196,199.98,61,Female,Medium,Leisure,Economy,1,Gold,Online,6.465696811056702,1.0,49,0,1,Window,52
P7902,F1174,American Airlines,LAX,DFW,2025-03-26 19:26:08,175,On-time,1082,413.34,29,Female,Low,Emergency,Economy,1,Platinum,Desk,6.189942795556101,17.0,69,0,0,Aisle,0
P7905,F1718,United,LAX,DFW,2024-10-25 15:39:39,216,On-time,1644,486.02,42,Male,Medium,Leisure,Economy,1,Platinum,Online,6.4023475131254415,31.0,109,0,0,Middle,28
P7906,F1924,JetBlue,ORD,DFW,2024-08-24 20:59:47,238,On-time,868,378.43,66,Female,Low,Business,Economy,0,Gold,Online,7.5415702395938355,11.0,88,0,0,Middle,83
P7908,F667,Southwest,ORD,DFW,2023-11-07 23:06:20,168,On-time,1166,293.39,41,Female,Medium,Leisure,Economy,2,Silver,Mobile App,7.092787585675508,11.0,66,1,0,Aisle,7
P7910,F61,Southwest,LAX,SEA,2023-07-13 20:10:20,173,On-time,992,457.52,51,Male,Low,Leisure,Business,0,Silver,Online,8.490419888353905,3.0,36,0,0,Window,111
P7911,F1368,Delta,LAX,ORD,2024-11-21 00:14:15,172,On-time,957,321.02,62,Female,Low,Leisure,Economy,1,Silver,Airport Kiosk,6.677828920225823,20.0,104,1,1,Window,50
P7913,F1649,JetBlue,LAX,LAX,2025-03-07 01:03:38,233,On-time,1119,435.08,31,Female,Medium,Business,Business,1,Gold,Online,7.729435343712241,7.0,29,0,0,Window,2
P7914,F401,Southwest,JFK,ATL,2024-02-25 23:35:04,190,On-time,1860,368.99,25,Female,Medium,Emergency,Economy,0,Platinum,Airport Kiosk,8.439186040316663,7.0,114,1,0,Window,59
P7915,F1963,United,ATL,SEA,2023-12-08 11:47:32,123,On-time,947,356.38,68,Male,Medium,Leisure,Economy,2,Gold,Airport Kiosk,6.918912521615175,10.0,99,0,0,Window,34
P7917,F623,United,DEN,SFO,2024-09-27 11:06:58,185,On-time,1203,409.86,39,Female,Low,Family,Economy,2,Gold,Online,7.465594406108118,4.0,49,0,0,Middle,90
P7918,F1638,Delta,SEA,JFK,2023-06-21 11:36:56,197,On-time,823,621.73,35,Male,Medium,Leisure,Economy,0,Gold,Mobile App,9.004166842071017,22.0,12,0,0,Aisle,107
P7919,F721,Delta,DFW,ATL,2025-02-02 06:19:45,218,On-time,921,520.73,66,Female,High,Family,Economy,0,Platinum,Desk,6.935335253756542,41.0,70,0,0,Aisle,75
P7920,F1724,American Airlines,SFO,DEN,2024-12-30 20:16:08,180,On-time,1299,358.77,36,Male,Medium,Family,Economy,0,Gold,Online,6.161743307146468,8.0,72,0,0,Middle,83
P7921,F902,Southwest,DEN,ATL,2025-02-03 07:08:21,103,On-time,1334,359.46,23,Female,Medium,Family,Business,0,Silver,Online,8.425896739573396,16.0,97,0,0,Window,108
P7922,F1730,JetBlue,ATL,ORD,2023-11-28 02:27:50,232,On-time,1174,434.8,35,Male,Low,Emergency,Economy,1,Gold,Airport Kiosk,6.151819062669272,6.0,54,0,0,Window,19
P7924,F1849,Southwest,DFW,ATL,2023-11-26 20:19:35,143,Delayed,1061,364.42,63,Male,High,Family,Business,0,Gold,Airport Kiosk,7.384811364513951,4.0,104,0,1,Aisle,38
P7927,F1507,American Airlines,DEN,ATL,2024-10-25 07:58:21,206,On-time,1216,205.44,62,Male,Low,Leisure,Economy,1,Silver,Desk,8.573695441210681,3.0,1,0,0,Window,117
P7928,F1240,Delta,DEN,ORD,2024-02-28 09:23:06,172,On-time,1566,250.82,72,Female,Medium,Family,Economy,3,Platinum,Online,6.4704706308607065,2.0,57,0,0,Aisle,18
P7929,F136,Delta,SFO,LAX,2023-11-25 17:14:50,161,On-time,1563,238.96,24,Female,Medium,Leisure,Premium Economy,1,Gold,Airport Kiosk,7.747904127753768,13.0,53,0,0,Window,101
P7931,F680,United,DFW,DEN,2024-07-24 09:30:34,117,On-time,1124,232.28,54,Female,Medium,Leisure,Economy,2,Silver,Desk,7.0319448943356875,3.0,0,0,0,Middle,44
P7932,F711,United,JFK,ORD,2025-01-14 14:44:47,118,On-time,1363,345.15,40,Female,High,Leisure,Premium Economy,1,Silver,Online,8.370031215754706,2.0,55,0,0,Window,42
P7933,F1738,Southwest,DFW,ORD,2025-03-13 17:14:37,161,On-time,1116,372.79,38,Female,Medium,Business,Premium Economy,0,Platinum,Airport Kiosk,7.393537188369402,5.0,20,0,0,Middle,12
P7934,F940,Delta,JFK,ATL,2024-06-13 00:06:44,182,On-time,653,303.89,37,Male,Low,Emergency,First,1,Silver,Online,7.491115468563022,17.0,45,0,0,Window,12
P7936,F518,United,ATL,LAX,2025-04-04 21:12:04,256,On-time,1466,242.11,74,Female,High,Leisure,Premium Economy,1,Silver,Online,7.914467359633344,5.0,104,0,0,Window,56
P7938,F414,JetBlue,DEN,ORD,2025-01-11 03:29:01,91,On-time,1425,368.96,67,Female,Low,Family,Economy,0,Silver,Desk,8.260443134739988,2.0,18,0,0,Window,91
P7939,F1305,Southwest,JFK,DEN,2024-05-04 21:55:17,206,On-time,757,228.45,68,Female,Medium,Emergency,Business,2,Gold,Desk,7.996033061477456,13.0,67,0,1,Middle,51
P7940,F1810,Delta,SFO,LAX,2023-06-06 12:22:40,203,On-time,777,405.38,21,Male,Medium,Leisure,Economy,1,Platinum,Online,8.321668108466413,16.0,108,0,0,Aisle,110
P7946,F994,JetBlue,ATL,JFK,2023-07-28 08:32:50,181,Delayed,1200,258.9,31,Female,Medium,Leisure,Economy,0,Silver,Online,7.140294993572607,13.0,21,0,0,Window,71
P7947,F1177,United,JFK,DEN,2023-07-01 12:42:57,305,On-time,1169,302.68,77,Female,Medium,Business,Economy,0,Silver,Mobile App,8.121586077185599,2.0,105,0,1,Aisle,115
P7950,F23,Southwest,ORD,SFO,2024-06-04 09:17:11,152,On-time,1406,206.74,33,Female,Low,Emergency,Economy,3,Silver,Online,7.051304708495832,2.0,77,0,1,Window,89
P7952,F815,Southwest,JFK,LAX,2023-12-10 15:03:33,200,On-time,1384,687.95,27,Female,Low,Family,Economy,1,Silver,Airport Kiosk,8.290522779259511,1.0,50,0,0,Aisle,114
P7953,F1809,American Airlines,SEA,JFK,2024-06-17 18:44:12,218,On-time,1245,259.64,72,Female,Medium,Business,Business,1,Gold,Airport Kiosk,8.031009650338515,17.0,55,0,0,Aisle,25
P7954,F1156,Southwest,DFW,SEA,2024-06-04 21:39:19,221,On-time,1005,288.53,53,Male,Medium,Business,Economy,0,Silver,Online,6.926165516748774,16.0,70,0,0,Window,22
P7957,F1533,Southwest,LAX,JFK,2023-09-13 12:52:09,254,On-time,1338,307.47,34,Male,Medium,Family,Economy,2,Silver,Desk,6.859690227274425,10.0,95,0,0,Aisle,27
P7958,F1906,Delta,SEA,SEA,2023-08-07 01:17:19,222,Cancelled,1374,239.43,66,Male,Low,Business,Economy,1,Silver,Online,7.558394459726038,17.0,110,0,0,Window,8
P7959,F1924,JetBlue,LAX,SFO,2024-11-08 07:16:51,106,On-time,1026,334.13,64,Female,Low,Business,Economy,0,Silver,Mobile App,6.635944472639612,33.0,80,0,1,Aisle,19
P7960,F1159,American Airlines,SEA,JFK,2024-08-12 11:24:53,265,On-time,1098,176.46,47,Female,High,Family,Economy,1,Platinum,Airport Kiosk,6.188739397872955,32.0,53,0,0,Aisle,55
P7968,F1797,United,ORD,DEN,2023-10-12 09:39:08,178,On-time,953,281.05,25,Female,Low,Leisure,First,0,Silver,Desk,9.29953703718608,2.0,30,1,0,Aisle,54
P7969,F206,JetBlue,JFK,JFK,2023-10-25 19:40:17,225,On-time,1320,275.73,57,Male,Medium,Business,Economy,2,Gold,Mobile App,7.57135921719722,25.0,6,1,0,Window,77
P7971,F1863,Southwest,DFW,JFK,2024-01-29 19:51:23,226,Cancelled,988,243.32,25,Male,Low,Emergency,Economy,1,Silver,Desk,7.056649201212958,0.0,84,0,0,Aisle,25
P7973,F1242,United,LAX,JFK,2025-03-03 04:21:03,200,On-time,1537,165.01,20,Male,Medium,Emergency,Premium Economy,1,Silver,Desk,7.43347480354532,7.0,69,0,1,Middle,26
P7974,F993,Delta,SEA,LAX,2023-12-26 17:03:44,304,On-time,1312,318.81,58,Male,Low,Leisure,Premium Economy,0,Silver,Online,6.4248898427949985,9.0,103,0,0,Window,10
P7975,F1555,American Airlines,SEA,JFK,2025-04-17 08:03:58,94,Delayed,1042,365.55,27,Female,High,Business,Economy,0,Platinum,Online,8.00463242219844,3.0,49,0,0,Window,37
P7977,F387,United,LAX,DFW,2023-09-19 14:11:16,183,On-time,1221,419.82,37,Female,High,Family,Business,1,Silver,Airport Kiosk,8.145040638510297,2.0,9,0,0,Window,42
P7978,F659,Southwest,JFK,SFO,2025-03-12 13:32:30,69,On-time,728,441.71,28,Male,Medium,Leisure,Premium Economy,2,Silver,Mobile App,8.493288000022854,19.0,101,0,0,Middle,18
P7980,F939,JetBlue,ATL,ORD,2025-04-13 08:23:12,169,On-time,1951,162.19,40,Female,Medium,Business,Economy,3,Silver,Desk,5.360076339786992,29.0,23,0,0,Middle,5
P7982,F1982,American Airlines,DFW,ATL,2023-10-13 14:18:13,127,On-time,1171,252.38,36,Male,Low,Family,Premium Economy,1,Silver,Online,9.350529096472435,7.0,86,0,0,Aisle,115
P7983,F291,United,LAX,DFW,2023-12-28 07:31:00,29,Delayed,697,370.34,25,Male,High,Emergency,Business,0,Gold,Online,8.859193751844064,6.0,62,0,0,Window,101
P7985,F1909,Southwest,ATL,ORD,2024-10-27 19:23:03,184,Cancelled,1398,308.24,51,Male,Medium,Emergency,Business,1,Gold,Airport Kiosk,8.257610622180714,13.0,14,0,0,Middle,41
P7987,F1825,JetBlue,SEA,SEA,2024-03-31 09:01:10,228,On-time,896,436.77,61,Male,Medium,Emergency,Economy,0,Silver,Online,6.455039300661138,15.0,114,0,0,Window,64
P7990,F1241,United,DFW,ORD,2024-01-20 18:15:24,216,Cancelled,1173,403.43,41,Male,Medium,Business,Economy,1,Gold,Airport Kiosk,7.695421927807906,8.0,25,0,0,Middle,71
P7991,F218,Southwest,SEA,JFK,2024-02-13 19:35:49,146,On-time,1238,399.86,53,Male,Medium,Family,Economy,0,Platinum,Mobile App,7.917996949348374,6.0,7,0,0,Middle,58
P7994,F1382,JetBlue,ATL,DEN,2023-09-09 05:10:35,148,On-time,1003,384.31,47,Male,Low,Business,Premium Economy,0,Gold,Airport Kiosk,7.935366840471291,5.0,13,0,0,Aisle,46
P7999,F540,JetBlue,DEN,LAX,2023-08-13 06:44:27,161,Delayed,261,282.63,41,Female,Medium,Emergency,Business,1,Gold,Desk,8.163858354860885,1.0,1,0,0,Middle,60
P8001,F1430,Southwest,JFK,ATL,2024-01-31 00:21:57,155,Delayed,1158,404.87,62,Female,Medium,Business,Business,2,Silver,Mobile App,8.353668573512794,2.0,100,0,0,Aisle,24
P8005,F1863,United,DFW,ORD,2024-02-24 04:16:00,187,On-time,1199,359.17,67,Female,High,Family,Business,1,Silver,Mobile App,9.259580072444118,7.0,78,0,1,Window,109
P8006,F1899,JetBlue,SEA,LAX,2024-10-14 00:46:15,199,On-time,1531,341.32,56,Female,Medium,Leisure,Premium Economy,1,Silver,Mobile App,7.948309963244572,8.0,17,0,0,Middle,11
P8008,F497,Delta,DFW,DFW,2024-04-04 18:38:40,192,On-time,904,303.52,24,Female,Medium,Business,Premium Economy,1,Platinum,Online,7.707357014136563,1.0,52,0,0,Window,50
P8009,F777,Southwest,JFK,SFO,2024-01-27 00:25:22,170,On-time,1363,320.03,34,Female,Low,Leisure,Economy,2,Gold,Desk,8.272778107819345,4.0,67,0,0,Aisle,116
P8010,F540,United,SFO,DFW,2025-02-07 06:30:57,249,Cancelled,1379,384.44,42,Female,High,Family,Economy,1,Platinum,Mobile App,6.7743083874553465,11.0,98,1,0,Aisle,36
P8012,F583,Delta,DEN,DFW,2023-10-06 11:16:43,205,On-time,1338,362.28,18,Male,Low,Family,Economy,1,Silver,Desk,7.689596394296487,4.0,81,0,0,Middle,52
P8013,F566,American Airlines,SFO,DEN,2023-07-18 14:17:24,253,Delayed,902,370.9,70,Male,Low,Family,Economy,0,Silver,Mobile App,8.276840892434306,5.0,102,0,0,Middle,87
P8014,F1880,American Airlines,LAX,SEA,2025-01-28 05:16:49,129,On-time,1600,364.49,47,Female,Medium,Family,Economy,0,Platinum,Airport Kiosk,7.986206339735083,8.0,12,1,0,Aisle,79
P8017,F791,Delta,DFW,LAX,2023-07-25 13:57:18,145,On-time,1047,375.93,28,Male,Low,Emergency,Economy,0,Platinum,Desk,7.636853731895141,14.0,35,0,1,Aisle,88
P8018,F121,Southwest,ORD,JFK,2023-10-13 19:44:19,197,On-time,1556,317.35,65,Female,High,Leisure,Economy,1,Gold,Desk,7.177640969416428,14.0,51,0,0,Aisle,117
P8021,F1932,United,LAX,SFO,2024-05-16 12:29:20,195,On-time,969,402.11,30,Female,Medium,Family,Premium Economy,3,Silver,Online,8.902442721329912,15.0,40,0,1,Window,115
P8022,F856,JetBlue,DEN,SFO,2024-05-24 21:09:44,251,On-time,1450,386.93,29,Male,Medium,Leisure,Premium Economy,0,Silver,Online,7.978594288745892,5.0,86,0,0,Window,117
P8023,F1882,Delta,LAX,JFK,2023-06-14 12:42:24,249,On-time,901,525.14,35,Male,High,Business,Economy,1,Gold,Mobile App,7.268709209404245,5.0,115,0,0,Middle,3
P8024,F1605,American Airlines,DFW,SEA,2024-10-31 18:18:25,129,On-time,1922,351.18,18,Female,Medium,Business,Economy,3,Silver,Online,7.173489447045859,3.0,80,0,0,Aisle,74
P8026,F1366,Delta,ORD,DEN,2023-11-21 12:34:26,120,Delayed,980,440.16,68,Female,Medium,Family,Economy,1,Gold,Mobile App,6.678951002699268,15.0,114,0,0,Middle,48
P8028,F921,Southwest,ATL,LAX,2023-12-22 11:42:56,186,Delayed,784,415.3,63,Female,High,Leisure,Economy,1,Platinum,Airport Kiosk,9.011026649327826,3.0,107,0,1,Window,109
P8029,F1674,JetBlue,SEA,LAX,2024-07-22 15:51:12,197,On-time,627,478.73,60,Female,Low,Family,Economy,1,Silver,Mobile App,6.825602484871989,36.0,72,0,0,Aisle,10
P8032,F469,Southwest,LAX,DEN,2023-09-13 14:47:51,139,On-time,698,238.9,69,Male,Medium,Business,Economy,0,Platinum,Online,7.248266989666449,12.0,105,0,1,Aisle,104
P8035,F446,JetBlue,ORD,JFK,2023-10-27 00:19:02,246,On-time,1045,460.84,77,Female,Low,Emergency,Economy,3,Silver,Desk,6.870899367007751,6.0,100,0,0,Middle,22
P8036,F690,JetBlue,ORD,ATL,2024-11-15 09:05:55,103,On-time,676,449.57,73,Female,Medium,Leisure,Premium Economy,2,Silver,Desk,7.841612122648613,6.0,62,0,0,Window,113
P8037,F436,Delta,SEA,DFW,2023-05-24 00:59:17,207,On-time,1497,397.84,71,Female,High,Leisure,Economy,1,Silver,Airport Kiosk,6.7975063900408195,9.0,43,0,0,Middle,27
P8039,F964,United,DFW,DEN,2024-07-30 02:25:24,129,On-time,1641,284.74,44,Male,Medium,Business,Economy,1,Platinum,Airport Kiosk,8.0854055036771,6.0,53,0,0,Aisle,110
P8040,F1365,United,DEN,JFK,2023-10-23 16:36:06,131,On-time,1198,279.44,34,Female,Medium,Family,Premium Economy,1,Platinum,Desk,7.718091872202328,0.0,94,0,0,Middle,56
P8045,F801,Southwest,LAX,DFW,2024-04-21 15:29:34,126,On-time,1564,212.07,47,Male,Low,Business,Economy,0,Gold,Mobile App,7.224336464134224,3.0,6,0,0,Window,82
P8046,F786,United,ATL,SEA,2025-04-07 00:56:00,2,On-time,1506,422.69,25,Male,Low,Family,Economy,0,Gold,Airport Kiosk,7.144851089866134,13.0,25,0,0,Middle,96
P8049,F768,American Airlines,DEN,LAX,2023-11-30 09:04:44,161,On-time,1155,305.31,70,Female,Low,Family,Premium Economy,0,Platinum,Mobile App,7.54987928981194,23.0,58,0,1,Aisle,77
P8050,F1943,Delta,SFO,ORD,2023-05-16 17:57:11,202,On-time,992,234.69,64,Male,High,Emergency,Economy,1,Silver,Airport Kiosk,6.380421731476865,25.0,71,0,0,Aisle,34
P8051,F1194,United,DFW,DEN,2023-11-10 19:00:52,153,On-time,1604,328.47,63,Female,Low,Business,Economy,0,Silver,Online,7.527304444927724,4.0,52,0,0,Window,29
